,parent_tweet,id,classification
1874,BREAKING - At least five hostages in Paris kosher supermarket: (AFP) Vincennes,553536495433580545,support
1875,so they killed him for stealing chips and juice gtfoh point is he was unarmed ,500384144405192704,comment
1876,It appears that Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.,500309015981989888,comment
1877,why robbery..whats the difference between shoplift or robbery..I have not read report yet,500306606597636096,comment
1878,Paris Murder Suspects Cornered with Hostage,553490522523070464,support
1879,Previous connections about plot to freed a terrorist involved in  Paris attack. Otherwise not yet.,553554620229115905,comment
1880,This widely shared cartoon about the CharlieHebdo attack is actually by and not Banksy,553178733059002368,comment
1881,"Yes which from the video, he looks like thug. They are trying to make it seem like he could have done something to the cop",500357701827039232,comment
1882,The Sydney cafe siege may be part of a larger plot. MartinPlaceSiege,544312995544039426,comment
1883,"Remarkably, despite the military-style police presence in Ferguson, a known killer was able to skip town",500484108993458176,support
1884,"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated""",544320067190935553,query
1885,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air",544323145608343553,comment
1886,SydneySiege: Latest video of hostages escaping.,544515318626799616,comment
1887,Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,544330596198019073,query
1888,"Remarkably, despite the military-style police presence in Ferguson, a known killer was able to skip town",500414334367830017,support
1889,"Well that's not true. First, you tweeted an explanation about why you were gouging customers.",544366214105952256,support
1890,"Police say shots fired at  Ottawa sites - National War Memorial, Parliament Hill, and now Rideau shopping centre",524957744319975425,deny
1891,Reports: CharlieHebdo suspects killed,553590627343302657,comment
1892,one sure way to know would be if they tested for DNA on the employees shirt...,500299040655806465,comment
1893,Reports on sydneysiege gunman wants ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,544382713302904832,comment
1894,"I do, but do you have a basic understanding of the judicial system? Let's hear both sides then decide.",500407571153694720,query
1895,New link: Ferguson police release video they say shows a robbery involving MichaelBrown:,500348984347860992,deny
1896,"That might be a bit much, no?",544293500398088192,comment
1897,Paris Manhunt:  CharlieHebdo attackers with AK- rifles &amp; reportedly rocket-propelled grenade still at large,552836259433828352,comment
1898,"Prince not playing Massey Hall tonight, promoter says",529743000247992320,query
1899,"Black Islamic flag being held up in window of lindt chocolate store in Martin Place, Sydney - hostages inside.",544275986171572224,comment
1900,Early reports said the store had not reported a robbery?? The people in the store don't look alarmed.,500411922878328832,comment
1901,Canada's parliament building locked down after shooting; at least one guard injured: Photo: AP,524973084596375553,support
1902,sorry not in name of Prophet. In the name of God. Ezra to Jews is son of God. Just u guys r idol worship,552819966006001664,deny
1903,"i could be, but I'm not.",553199414659907584,comment
1904,"In , Ferguson police beat a man and charged him for bleeding on them:",500356143739576320,comment
1905,"RCMP to hold news conference on Ottawa shootings at  pm ET,  am PT. Watch live coverage",525001263922937857,query
1906,“AFP: BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault” Yes French police,553588737750605825,comment
1907,Approximately  hostages may be held captive at Lindt café – local reports sydneysiege,544311849794023424,deny
1908,That was probably a flash-boom from police,544525364857700352,support
1909,Is it true? Prince rumoured to be performing surprise show in Toronto,529687957377413120,comment
1910,I def did not say that. And even if it was mikesmith I certainly don't think he deserved to die for it.,500395293675122688,comment
1911,There is a mental health problem not a gun problem.,544312149846151168,comment
1912,- it was just live,553559569163902976,comment
1913,then what's the relevance?,500298817531432961,comment
1914,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill cdnpoli.,524939756455477249,comment
1915,Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. ottawa,524927409100193792,comment
1916,Reports: CharlieHebdo suspects killed,553588570368532480,comment
1917,BREAKING news: Shots fired at Parliament Hill. Follow developing story:,524934180548124672,comment
1918,Canada's parliament building locked down after shooting; at least one guard injured: Photo: AP,524977026890211328,support
1919,I've had concerns about that for a while,524950880681201664,support
1920,Only photo I will tweet. CPR being performed on the soldier now. I heard four shots. ottawa,524941702046707712,query
1921,just the Japanese whalers to keep paul Watson away,553585181517701120,comment
1922,"Trying to get in contact, anyone at the phones?",544339277749182464,comment
1923,These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting StandforCanada,525008290863136768,deny
1924,true but when you mock a religion every day - one should heighten security,552810175049244672,comment
1925,BREAKING NEWS: New York Times is reporting the Canadian soldier who was shot has died from their injuries. Heartbreaking. cdnpoli ableg,524947899982290944,comment
1926,Line of police cars with high beams on greets anyone trying to enter Ferguson. It's shut down. No media allowed.,499435388508073984,comment
1927,How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. Ferguson,500327538627837954,comment
1928,Thanks  the clarification. Many ideas being floated by the media right now. Wish they wouldn't do this.,553555066754695168,query
1929,no way he's a right wing extremist,544763645146566656,comment
1930,"In response to inquiries, we can confirm that Prince will not be performing at tonight.",529723695989002241,support
1931,"Oh. So NOW the Ferguson police chief says the cop didn't know about the robbery when he stopped MikeBrown. The kid was ""jaywalking""? BS!",500387422417338368,deny
1932,"Map shows industrial estate where  CharlieHebdo suspects are holed up, surrounded by police",553507538860126211,query
1933,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport",525062791712235520,comment
1934,ParisShooting CharlieHebdo It's time to FINISH THEM!!!,553538244923883520,comment
1935,O QUE TEM O MEU HOMEM??,521371539082858496,comment
1936,"Store owner told Monday that there was a theft, but said it was not MichaelBrown; said it was someone else Ferguson",500401233212227585,comment
1937,TV channels have chosen not to show videos of hostages relaying sydneysiege gunman's demands.,544477652892262400,comment
1938,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display News,544272839889526784,query
1939,why tweets not in English,525072756191547393,comment
1940,"BREAKING NEWS: According to documents released to the press, MikeBrown was connected to an earlier robbery Ferguson",500283678170562561,comment
1941,"US evacuated Consulate in Sydney after sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".",544310227722838017,deny
1942,holy shit,544280329050005507,comment
1943,The other day I asked a manager at the Ferguson Market if police had requested surveillance video. She said no.,500308254946516992,comment
1944,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" SydneySiege",544325226515808256,comment
1945,Up to  held hostage in Sydney Lindt Cafe siege,544289312314228737,comment
1946,Reports: CharlieHebdo suspects killed,553591897458237440,comment
1947,"why do it? Hmm, because that's how societies evolve, by breaking down taboos, accepting ridicule",553221961740857344,comment
1948,"Police say shots fired at  Ottawa sites - National War Memorial, Parliament Hill, and now Rideau shopping centre",524957131930624000,support
1949,Very good on Putin coup by Three Scenarios For A Succession In Russia via,576830316372996096,comment
1950,it was time . Cause no respect for any religion. If talk about Jews . It's anti semite. If abuse Islam freedom of religion Deserve,552808637719408641,comment
1951,"MORE: Police confirm  hostages escape Sydney cafe, unknown number remain inside Sydneysiege",544368900797124608,support
1952,Yes lots of mixed info coming out. Anyone else here about potential  prison connection btwn planners?,553553754424115200,comment
1953,"I hate this. I hate that artists, journalists and funny people are killed in hate's name.",552808399885185024,support
1954,"confused how an unarmed person, charging, retreating, or standing still, is a threat to a cop ' away",500402902662262784,comment
1955,"Several more hostages flee from cafe under siege in Sydney, local media say",544514588193325056,comment
1956,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson AFP,553596772401299456,support
1957,"In , Ferguson police beat a man and charged him for bleeding on them:",500356749342560256,comment
1958,It's true.,500404172140085248,comment
1959,"Sydney Opera House evacuated, concourse deserted SydneySiege (via",544333585847971841,comment
1960,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place,544280276914827264,comment
1961,BREAKING: At least  killed in Paris hostage situation via,553545546947104768,support
1962,The last person killed in Charlie Hebdo attacks was Muslim police officer,553201889685553153,support
1963,"UPDATE:  people being held hostage in Sydney shop, Opera House evacuated after suspicious package found: reports",544298844737916928,support
1964,"CharlieHebdo suspects ""prepared to die as martyrs"", they tell police after making contact - French media",553503365100228609,deny
1965,capture them do not kill they want to be killed,553540518853242880,comment
1966,If he was shot in the chest or back is the biggest factor in who is right.,500387313050845184,query
1967,If he was shot in the back he was running away but shot in the chest he could have been charging.,500400101097889792,deny
1968,"Breaking: Two hostage situations in France are linked, Paris prosecutor says",553570156438638592,comment
1969,Geoblock lifted on ABCNews. Streaming coverage of the Martin Place siege in Sydney here,544284533756284929,comment
1970,"UPDATE: Hostages fleeing Sydney cafe held by Iranian gunman as explosions, gunshots are heard:",544513179058208769,comment
1971,possibly. He seemed frightened,500587418584907776,comment
1972,"FBI assisting in the case of the Ottawa shooting, sources have confirmed to CTV News",524993786276220928,comment
1973,Police in Ferguson plan to release name of officer who shot unarmed teen Michael Brown:,500282815796494337,support
1974,SydneySiege: Latest video of hostages escaping.,544515720726323201,support
1975,BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn cdnpoli,524925391266664448,deny
1976,AFP: suspected CharlieHebdo gunmen have been killed,553588141576454144,comment
1977,"Wow. “ComplexMag: In , Ferguson police beat a man and charged him for bleeding on them:",500357628384788480,comment
1978,In what world do you let a cop who killed someone leave town? Ferguson,500374020744019969,comment
1979,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson AFP,553590974044069888,deny
1980,"If he stole a case of cigars, where were they?",500306310450003968,comment
1981,MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris:,553519787943690242,support
1982,hikes prices during the sydneysiege. How is that helping? Giving away free rides would help.,544334052526784512,comment
1983,Charlie Hebdo shooting latest:  dead and gunmen still at large,552804298870910977,support
1984,for everyone else who doesn't want to read your whole timeline,525408911105347584,comment
1985,"I think that what you are saying is very dangerous, and exactly what is wrong with the world we are living in.",524971261005660160,comment
1986,"Ferguson PD charged HenryDavis w/ ""destruction of property"" for bleeding on their uniforms:",500463618480037889,comment
1987,"Currently the FoxNews website has zero, repeat, ZERO coverage of the Ferguson protests, probably due to lack of cowboy hats.",499665170390470658,comment
1988,.marrty AND YET ITS NOT ON/IN THE TWEET/HEADLINE. AS USUAL. &amp; DONT FUCKING TELL ME TO RELAX. THIS IS THE SAME NETWORK THAT REPORTED THE-,553587243085209602,support
1989,"Breaking: Two hostage situations in France are linked, Paris prosecutor says",553567980354031616,support
1990,"SYDNEY HOSTAGE-TAKER - Man Monis,  - Originally from Iran - Self-styled sheikh - Accused of sexually assaulting  women DEVELOPING..",544510385701662720,comment
1991,"Gunman's headband reads, ""We are your soldiers O Muhammad"". MartinPlace SydneySiege",544337280694222848,query
1992,"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. CharlieHebdo",553185449150541824,query
1993,Five hostages have escaped the besieged Lindt Cafe in Sydney | Our latest update:,544394431520993280,comment
1994,“FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola.,521353434881327104,comment
1995,Central Sydney shut down by police amid ongoing hostage situation:,544292833042374656,comment
1996,"CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports",552811730204499969,comment
1997,BREAKING Charlie Hebdo gunmen's hostage freed and safe after police assault,553587609759666177,comment
1998,Soldier killed in Canada shooting was a young reservist with a six-year-old son,525062334302412800,comment
1999,then tell me the people of Ferguson haven't EARNED some distrust.,500385684285190144,comment
2000,"MORE: France: Shooting, hostage-taking at kosher market in Paris; several reported wounded:",553539141443788800,comment
2001,I'm not buying the bullshit that there's good Muslims. The Islamic religion is fucking evil.,553023430443167746,deny
2002,no signatures?,500297717432594432,comment
2003,"Why did it take  days for this ""info"" to come out? Looks like Ferguson PD is looking for excuses for murder.",500310926906490883,comment
2004,You are a mad cunt go fuck yourself,552806259767123968,comment
2005,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill cdnpoli.,524931933168746496,comment
2006,Prime Minister Tony Abbott's statement on the SydneySiege. Updates:,544291376968790016,support
2007,great response bro.,524940370321629184,comment
2008,How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. Ferguson,500327622954717184,comment
2009,Soldier killed in Canada shooting was a young reservist with a six-year-old son,525057109910495232,deny
2010,rubbish! Martyrs don't run away they should have faced consequences immediately.,553503611104542720,comment
2011,Faster backflip than Tony Abbott!,544348496728309760,comment
2012,These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting StandforCanada,525009403658129408,comment
2013,"“cnni: At least  killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says.",552826438798172160,comment
2014,Police confirm that sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds,544520373715222528,comment
2015,whats going on,544303487698210817,comment
2016,"Most compelling image I've seen to come out of horrifying events in Paris, courtesy of Banksy. JeSuisCharlie",552988724288827395,support
2017,"Hostage-taker in supermarket siege killed, reports say. ParisAttacks",553592233354870785,query
2018,"are you middle eastern, by chance?",524974795503726593,comment
2019,Witnesses say the Charlie Hebdo gunmen identified themselves as members of al-Qaida:,552848723001475073,comment
2020,"ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau, dead OttawaShooting suspect. Canada",525022402217271296,query
2021,Ferguson chief let most of day go by b disclosing (after repeated Qs) that cop who killed MikeBrown knew nothing about robbery. DANGER,500390975819513856,support
2022,This widely shared cartoon about the CharlieHebdo attack is actually by and not Banksy,553255878628237313,comment
2023,"FBI assisting in the case of the Ottawa shooting, sources have confirmed to CTV News",524994741180846080,comment
2024,Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog:,524960933211168770,deny
2025,"All weekend ppl will be talking about the ""robbery"" instead of the shooting bc Ferguson PD didn't release any info about the shooting.",500328018087514112,comment
2026,I feel that the intellectual level of this discourse has kinda gone to hell,552820677338595328,comment
2027,BREAKING NEWS: Soldier shot at National War Memorial in Ottawa,524925341316689920,query
2028,Not releasing facts about that shooting is also a way to make sure they get good info from witnesses.,500320401369870336,support
2029,UPDATE: CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer,552824657028874241,comment
2030,"Ottawa Police Service: There were ""numerous gunmen"" at the Canada War Memorial shooting. One person was shot.",524948946360483840,comment
2031,The other day I asked a manager at the Ferguson Market if police had requested surveillance video. She said no.,500305055351070722,comment
2032,At least  dead in the Paris shooting. Updated story and background info: CharlieHebdo,552836538875531265,support
2033,"Store owner told Monday that there was a theft, but said it was not MichaelBrown; said it was someone else Ferguson",500417601109889024,comment
2034,The cafe is in the central business district of Sydney. Right across from Channel  news head office.,544277362368843777,query
2035,Police: Negotiators are now in contact with armed hostage-taker in Sydney situation; motive remains unknown -,544358949399851008,support
2036,"The Canadian soldier killed in today's Ottawa shooting is Cpl. Nathan Cirillo, a family source told CNN. Live blog:",525060901137702913,comment
2037,"CONFIRMED |  shooter shot dead at Parliament Hill, but there is more than  suspect. cbcOTT OTTnews",524943686032175104,comment
2038,The CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station,553187846035873793,support
2039,"I know I can't be insightful yet - that's the bloody point, neither can you, and by trying to, you lose ground.",524927041599447040,comment
2040,"US evacuated Consulate in Sydney after sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".",544337321349230592,query
2041,Up to  held hostage in Sydney Lindt Cafe siege,544297924088582144,comment
2042,"Police say shots fired at  Ottawa sites - National War Memorial, Parliament Hill, and now Rideau shopping centre",524958112629809152,deny
2043,.AlwaysThinkHow - Barney Fife would have tried to pull MikeBrown through a window too. Shades of Ernest T. Bass Ferguson,500292158344417280,comment
2044,AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. [Daily Times],521368262010224640,support
2045,I'm a Photo Editor ABC- Would you be willing to share this with all ABC News platforms and with partners if we credit?,524943557657133056,comment
2046,"exactly, because they are ""journalists"" and ""dems the rules"" Kelly is a ""comedic writer"" no rules. Go police journalists",524990987308134400,comment
2047,"In , Ferguson police beat a man and charged him for bleeding on them:",500355274352234496,comment
2048,when it started to appear on M$M the narrative was the same. ..Like say a Script..I mean 'goverMENt press release ..fishy..:(,544345742664822784,comment
2049,BREAKING NEWS: At least  shots fired at Ottawa War Memorial. One soldier confirmed shot -,524926344992686081,comment
2050,You're an idiot.,524993716336197632,comment
2051,Better than the cretins posting selfies from the same area,544384226855227394,comment
2052,So sorry &amp; fear for the hostages,544290890370777088,comment
2053,Charlie Hebdo shooting latest:  dead and gunmen still at large,552803445711708160,support
2054,MORE: Official: French terror suspects want to be martyrs; are holed up with hostage north of Paris:,553521356378476544,comment
2055,the real problem was letting these moooslims into the free world.ask politicans why we need them .moohammadd bedded MR.ED,552845552770351105,comment
2056,“onewaymule: I'm fascinated by Ray Hadley's role in sydneysiege. Genuine intermediary or opportunistic blowhard?” Door B,544470819057852416,comment
2057,Showing his face in his final moments is crass insensitivity and totally unnecessary - his family are grieving,553891758271369216,support
2058,FIRST PHOTOS: Hostage pressed against a window. SydneySiege,544534380614807552,support
2059,URGENT: Darren Wilson is the police officer who shot Mike Brown Ferguson,500278685698519041,comment
2060,"that being said, even if he committed the most awful crime on planet earth, he DID surrender. No reason to be shot.",500371514127310850,comment
2061,Geoblock lifted on ABCNews. Streaming coverage of the Martin Place siege in Sydney here,544281098906521600,comment
2062,Police in Ferguson plan to release name of officer who shot unarmed teen Michael Brown:,500313330930966529,comment
2063,MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters.,524991671218745344,comment
2064,"Map shows industrial estate where  CharlieHebdo suspects are holed up, surrounded by police",553509397063041024,support
2065,What do you pay your drivers?,544348986484613120,support
2066,"Pray for hostages RT Shooting, hostage-taking at kosher market in Paris; several reported wounded:",553540999465926657,comment
2067,This widely shared cartoon about the CharlieHebdo attack is actually by and not Banksy,553153997226663936,comment
2068,Police in Ferguson plan to release name of officer who shot unarmed teen Michael Brown:,500274739537924096,comment
2069,Did anyone think of comparing the clothes that MikeBrown was wearing when he was laying on the street to the security footage? Ferguson,500289681062248451,deny
2070,Muslims are a problem all around the world and your statement is false and a lie.,544559045307142144,comment
2071,Not a hoax. This is before the shooting,525007688405491712,comment
2072,"You called uber public transport, it's not. PT is for everyone not just the elite.",544340358717382656,deny
2073,"CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports",552811835057909761,support
2074,If Michael Zehaf-Bebeau had his passport confiscated doesn't it make sense to track his movements - was this done?,525034548196024320,query
2075,"More on situation at Martin Place in Sydney, AU",544273614229733377,comment
2076,"Black Islamic flag being held up in window of lindt chocolate store in Martin Place, Sydney - hostages inside.",544277466639257601,comment
2077,Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates,552792826216329217,comment
2078,Shots fired on parliament hill after a man walked up with a gun. I'm locked in a security office on parliament hill,524943172875845632,comment
2079,I see. These guys are like the  Stooges,500415275884244992,support
2080,Banksy's take on CharlieHebdo. JeSuisCharlie NousSommesCharlie,552979530923925504,support
2081,"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. CharlieHebdo",553196247319064576,comment
2082,Up to  held hostage in Sydney Lindt Cafe siege,544298040652099584,support
2083,"And that time is now, they have brought it to us, they'll be sorry",544287443407892480,comment
2084,"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in Ferguson",500283123532570624,comment
2085,islam is not a religion its a brainwashed cult.,552811728447078400,comment
2086,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air",544322790329835521,comment
2087,The Ferguson police chief just basically confirmed MikeBrown was gunned to death for the crime of walking in the street? Horrific.,500382947229581312,deny
2088,CharlieHebdo killers shot dead by police,553587214987558912,support
2089,"Police confirm they are ""monitoring Facebook &amp; Twitter"" after reports hostages are tweeting from inside sydneysiege",544406663898624000,comment
2090,Line of police cars with high beams on greets anyone trying to enter Ferguson. It's shut down. No media allowed.,499372044593930240,query
2091,BREAKING NEWS: Soldier shot at National War Memorial in Ottawa,524926357927903232,comment
2092,;) Hey Aussie Sheeple wanna invade the middle east because of one wack job...:,544333004928057345,comment
2093,to make him look like the bad guy.. Since there is no real reason for why they did it.,500357587997831169,comment
2094,Unconfirmed reports claim that Michael Essien has contracted Ebola.,521352678283444224,comment
2095,Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog:,524959988956291074,support
2096,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson AFP,553591453675696129,support
2097,".marrty -SO SAVE ME THE FUCKING LECTURE, AND WHEN MY FELLOW TRIBE MEMBERS ARE BEING HELD HOSTAGE, DONT DARE TELL ME TO CALM DOWN.",553587865351753730,comment
2098,Recap: Gunman shot dead inside Parliament buildings; police believe there may be others on loose. Cdn soldier shot earlier at War Memorial.,524946767209459712,comment
2099,"Currently the FoxNews website has zero, repeat, ZERO coverage of the Ferguson protests, probably due to lack of cowboy hats.",499570907602767872,comment
2100,Photos of alleged robbery involving Michael Brown in Ferguson (via police),500295655458230272,comment
2101,I can't believe people focus on stupidity instead of real problems.,524972964052103169,comment
2102,"Hostage-taker at Paris store demands release of KouachiBrothers, police union spokesman says.",553585746754682880,support
2103,SydneySiege: Latest video of hostages escaping.,544516094133035008,comment
2104,.SharriMarkson Your stupidity is beyond belief. Just stop if you are capable of that.,544293930087366657,comment
2105,yeah they faked the video LOLyour racist denial,500367139652784128,comment
2106,"UPDATE: Hostages fleeing Sydney cafe held by Iranian gunman as explosions, gunshots are heard:",544514838509006849,query
2107,Reports on sydneysiege gunman wants ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,544384788527083521,comment
2108,"YES, it was JUSTIFIED",500290490382942209,comment
2109,"perhaps, Trudeau is not that change. He's out of touch with most Canadians, he's not ready to run this country.",525011846164938752,deny
2110,UPDATE: Gunman in kosher grocery store is demanding the release of the suspects in CharlieHebdo shooting - Reports,553555102423089152,support
2111,It appears that Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.,500315038541156352,comment
2112,probably the layout of the building. Public place. Easy media coverage,544296446368169984,support
2113,"Well, that's a good idea too. But...they're gonna end up life in prison and that means that they're gonna live on taxes...",553573926786580480,deny
2114,"Currently the FoxNews website has zero, repeat, ZERO coverage of the Ferguson protests, probably due to lack of cowboy hats.",499586042752557056,support
2115,Here's the police report. Somehow Ferguson cops valued a box of Swishers at nearly $. Time to stop smokin I guess,500291870736412672,comment
2116,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport",525040562765053952,support
2117,Prime Minister Tony Abbott's statement on the SydneySiege. Updates:,544322700726906880,deny
2118,You telling me that in a km motorway car chase involving a Peugeot  they couldn't be taken out?? Pathetic!!!,553522189337890816,comment
2119,"CHARLIEHEBDO SHOOTING: Gunmen shouted 'we have avenged the prophet"" during attack - reports",552810626503176192,support
2120,"Name of Ferguson cop is expected to be released by  ET, police chief says: (J.B. Forbes, AP)",500259232764411904,comment
2121,Reports on sydneysiege gunman wants ISIL flag delivered to cafe and he also wants to speak to PM or people will be killed.,544385543342014464,support
2122,"According to Seven, this is a picture of the gunman",544293240669622272,comment
2123,hehe Jews always change subject. If they lose cause of truth. Be serious. How many died under you in israel,552819213165801472,deny
2124,Charlie Hebdo shooting latest:  dead and gunmen still at large,552846396106502144,comment
2125,"The country would be safer, for us that is.",544311274545217536,query
2126,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ (liztilley),544280357760024576,support
2127,Paris says highest alert level extended north to region where attack suspects spotted -,553213078889062401,comment
2128,one sure way to know would be if they tested for DNA on the employees shirt...,500299170993819649,comment
2129,"BREAKING NEWS: According to documents released to the press, MikeBrown was connected to an earlier robbery Ferguson",500281983885672448,comment
2130,Prince fans lining up at Massey Hall. Wristbands for surprise show reportedly on sale at pm. Toronto,529656160736251904,comment
2131,Rural region of northern France searched in hunt for CharlieHebdo gunmen - latest updates,554282491549196289,comment
2132,and shove a copy of CharlieHebdo up their ass,553593746865258497,comment
2133,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson AFP,553591990856986624,comment
2134,"AFP reports there are  dead, and  hostages being held in the Kosher store in Eastern Paris; separate incident to charlie hebdo shooters.",553559162018611201,query
2135,I think is saying: tough guy in pic is low life scum whether it's the late Mr. Brown or not,500298645494067200,comment
2136,Rural region of northern France searched in hunt for CharlieHebdo gunmen - latest updates,553463231386497024,query
2137,Call ? Signal for help? Keep an eye out for the rescuers? Simply ask the people if there's anything he can do?,525003648104161281,comment
2138,Stills from eyewitness video show two CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man,552839226317094912,comment
2139,lol there's a million dudes wearing cargos &amp; white tees everyday please stop,500312191090712577,comment
2140,Paris Manhunt:  CharlieHebdo attackers with AK- rifles &amp; reportedly rocket-propelled grenade still at large,552838224981553153,comment
2141,"Yeah, sure. Please credit me though.",524943685264629760,query
2142,you managed to confirm before any other news outlet in Canada. Bravo.,524959184928768002,comment
2143,Police confirm that sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds,544520432615821312,deny
2144,relax.... Every other work out of cuomo and coopers mouth was kosher,553587353437356032,comment
2145,The gunman in Ottawa has been shot and killed. I'm at a loss for words this morning. That isn't my Canada.,524934003892432896,deny
2146,Max are you listening to what the Chief of Police said or do you just want to believe lies? Listen carefully,501720931803602944,comment
2147,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. sydneyseige,544452175754448896,comment
2148,Stills from eyewitness video show two CharlieHebdo attackers wearing hoods &amp; black clothing shoot a wounded man,552839829726060544,comment
2149,So you don't agree anyone should own a gun but yet when something bad happens you're going to call a cop.. That has a gun,544338807038824449,comment
2150,Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog:,524961861406838784,query
2151,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" SydneySiege",544326095630123008,support
2152,"In , Ferguson police beat a man and charged him for bleeding on them:",500367331424751616,comment
2153,:Plausible that the FergusonPD aided+abetted Wilson in fleeing. PSYCHOLOGICAL TESTS for cops should be mandatory.,500704429600157696,deny
2154,Rand Paul used those words BECAUSE of this incident. Just fuck off dude. Fuck off so hard.,500401666454065154,deny
2155,BREAKING: At least  killed in Paris hostage situation via,553555098157060097,comment
2156,Ferguson chief let most of day go by b disclosing (after repeated Qs) that cop who killed MikeBrown knew nothing about robbery. DANGER,500395857473466368,support
2157,Ottawa police have NOT confirmed multiple shooters based on Canadian reporters on scene but they are still looking in case,524951486338715648,support
2158,The last person killed in Charlie Hebdo attacks was Muslim police officer,553199058849103872,comment
2159,That person does not look . It actually looks a lot like a looter with their face covered that was photographed by,500295232399757312,comment
2160,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air",544321107017232384,comment
2161,"ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau, dead OttawaShooting suspect. Canada",525020543603703809,query
2162,Sydney airspace wasn't closed. A second terror suspect wasn't arrested. Myths around sydneysiege debunked.,544463130550489088,query
2163,"“LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at tonight.”",529721379302952961,support
2164,"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. CharlieHebdo",553184702530453505,comment
2165,"Hostage situation erupts in Sydney cafe, Australian prime minister says it may be ""politically motivated""",544320667018362880,query
2166,Here's the police report. Somehow Ferguson cops valued a box of Swishers at nearly $. Time to stop smokin I guess,500294975481843712,comment
2167,Canadian authorities have given name of suspect in Ottawa attacks to U.S. feds; ask for FBI assistance: Sr U.S. law enforcement official,524982686369472512,comment
2168,Sydney airspace wasn't closed. A second terror suspect wasn't arrested. Myths around sydneysiege debunked.,544480713454538753,support
2169,means go home,544310836227895296,comment
2170,Scary stuff...,524953954111995904,comment
2171,The Sydney cafe siege may be part of a larger plot. MartinPlaceSiege,544350274308284416,comment
